daily_income,daily_expense,goal_type,goal_amount,daily_saving_capacity,recommended_daily_saving,months_to_reach_goal,profile_type
1402,684,Gold,106785,718.0,324.28,4.73,student
712,614,House Downpayment,1931248,98.0,46.71,620.82,student
525,304,Bike,105610,221.0,80.28,15.84,rural
1142,651,Bike,135133,491.0,214.4,9.82,urban
1615,747,Gold,127565,868.0,369.81,5.27,rural
325,168,Gold,125159,157.0,72.56,24.03,urban
1167,853,Emergency Fund,132035,314.0,117.77,15.38,rural
309,162,Bike,142836,147.0,64.32,31.27,rural
700,535,Gold,276013,165.0,72.98,59.65,urban
467,258,Emergency Fund,38681,209.0,74.43,6.11,rural
323,188,Education,130653,135.0,49.82,34.9,student
580,233,Gold,118544,347.0,125.02,12.32,student
484,235,House Downpayment,1445456,249.0,102.06,208.82,urban
564,308,Education,466757,256.0,90.86,57.73,rural
559,144,Emergency Fund,28532,415.0,174.99,2.2,rural
386,184,House Downpayment,1944095,202.0,78.35,337.29,rural
1819,1037,Education,493820,782.0,372.08,19.7,urban
515,323,Emergency Fund,132226,192.0,63.79,22.5,urban
1086,938,House Downpayment,1281927,148.0,59.77,311.81,student
1201,351,Emergency Fund,64629,850.0,388.73,2.4,student
1090,266,House Downpayment,1850161,824.0,269.74,69.27,rural
1357,927,Emergency Fund,125286,430.0,199.78,10.47,student
1349,801,Education,438632,548.0,219.21,26.87,rural
1127,547,Marriage,392391,580.0,275.81,22.33,student
1932,434,Bike,72188,1498.0,520.79,1.75,student
701,344,Emergency Fund,31603,357.0,155.09,2.93,urban
1957,1116,House Downpayment,583461,841.0,294.26,23.57,urban
441,213,Emergency Fund,55162,228.0,102.3,7.66,urban
1294,108,Bike,79891,1186.0,546.81,2.35,rural
375,300,Education,152385,75.0,35.07,65.92,urban
326,199,Gold,294437,127.0,51.86,79.83,rural
1122,601,Education,196685,521.0,183.49,13.54,rural
2245,1169,Bike,130271,1076.0,346.03,4.18,student
428,187,Emergency Fund,64200,241.0,104.24,9.28,urban
2636,1495,Education,147889,1141.0,380.5,4.0,student
1324,909,Gold,117008,415.0,171.32,9.64,urban
451,342,House Downpayment,1352449,109.0,46.72,386.01,rural
645,355,Education,290272,290.0,119.55,30.12,urban
487,324,Emergency Fund,74778,163.0,55.74,14.4,rural
388,277,Education,427960,111.0,45.16,128.72,student
1843,582,Emergency Fund,112693,1261.0,493.96,3.25,urban
1324,438,Bike,67698,886.0,336.08,2.78,rural
2428,856,Emergency Fund,94825,1572.0,654.69,1.91,student
351,204,Marriage,595400,147.0,58.61,144.47,urban
312,278,Education,454248,34.0,11.81,413.8,student
872,252,Emergency Fund,115911,620.0,269.57,6.05,rural
1467,838,Gold,77913,629.0,249.06,3.92,urban
2066,1794,Bike,84141,272.0,117.44,10.44,urban
1166,112,Gold,197006,1054.0,467.08,6.78,rural
2482,1727,Bike,121521,755.0,247.25,5.76,urban
846,163,Gold,143457,683.0,223.24,7.26,student
2615,1646,Emergency Fund,70478,969.0,451.13,2.35,urban
383,123,House Downpayment,1603160,260.0,101.55,199.37,urban
436,300,House Downpayment,690804,136.0,63.02,165.51,rural
573,357,Bike,115159,216.0,89.18,16.61,student
816,237,Education,224348,579.0,241.24,12.97,student
377,222,House Downpayment,897916,155.0,58.82,180.2,urban
2484,421,Gold,185938,2063.0,667.47,3.06,urban
318,211,House Downpayment,1139410,107.0,40.63,379.8,urban
443,251,Education,116208,192.0,65.72,21.42,rural
2029,352,Marriage,412990,1677.0,795.98,8.1,student
541,221,Gold,54706,320.0,149.12,5.89,student
558,178,Gold,285608,380.0,158.49,24.09,urban
685,460,Emergency Fund,125045,225.0,82.04,17.3,rural
1024,615,Marriage,369876,409.0,187.12,28.66,student
1248,633,Bike,79407,615.0,217.8,3.87,student
323,122,Bike,122214,201.0,70.97,21.5,urban
559,433,Emergency Fund,122890,126.0,40.78,30.94,urban
1648,205,House Downpayment,1276138,1443.0,663.29,27.86,urban
2569,1494,Education,104699,1075.0,507.21,2.98,urban
1643,323,Bike,78358,1320.0,511.0,2.07,urban
374,198,Gold,100114,176.0,60.33,20.29,urban
857,207,Marriage,291947,650.0,283.93,14.14,rural
314,209,Marriage,293442,105.0,45.93,95.91,student
982,562,Marriage,643728,420.0,198.2,48.11,urban
1128,406,Emergency Fund,65219,722.0,251.97,3.28,student
1846,410,Bike,99530,1436.0,478.7,2.28,rural
1717,1128,House Downpayment,1608118,589.0,280.29,83.95,rural
516,102,Gold,116825,414.0,148.86,10.15,rural
439,203,Education,361656,236.0,113.11,54.03,rural
1983,1016,Emergency Fund,110172,967.0,452.48,3.84,rural
468,392,Gold,159467,76.0,35.7,65.28,student
2011,926,Gold,67788,1085.0,403.28,2.27,rural
2769,1908,Education,151273,861.0,297.31,6.19,urban
2767,1199,Bike,136099,1568.0,728.79,2.64,student
2546,1976,Emergency Fund,75116,570.0,190.73,4.14,urban
1034,589,Emergency Fund,27663,445.0,177.11,1.9,student
932,298,Marriage,399288,634.0,303.4,21.74,urban
444,179,Education,312432,265.0,92.92,43.0,student
455,367,Emergency Fund,88128,88.0,31.79,34.53,urban
469,275,Marriage,744037,194.0,80.19,118.04,urban
2742,1716,Marriage,287088,1026.0,425.23,10.08,urban
2730,2426,Education,370336,304.0,145.62,39.68,rural
1152,262,Gold,63069,890.0,325.91,2.32,rural
2617,1593,Gold,151672,1024.0,478.74,4.77,rural
392,266,Education,480082,126.0,59.99,123.49,rural
596,133,Gold,97573,463.0,182.46,6.36,rural
1854,1206,Education,360189,648.0,292.84,19.96,student
485,101,House Downpayment,1029656,384.0,153.09,86.02,urban
427,125,Bike,52811,302.0,137.37,5.75,rural
2574,980,Education,468770,1594.0,724.28,9.77,rural
585,454,Gold,214062,131.0,62.26,55.69,urban
394,163,Education,171449,231.0,81.44,25.18,urban
2278,1665,Bike,66210,613.0,226.75,3.54,student
637,407,Marriage,681605,230.0,88.01,102.5,urban
959,545,Marriage,433964,414.0,157.97,37.19,student
573,360,Marriage,292384,213.0,68.71,41.57,rural
464,380,House Downpayment,1131385,84.0,37.91,446.41,student
2916,1500,Bike,100485,1416.0,484.42,2.6,urban
1900,1287,Marriage,688405,613.0,270.79,37.31,urban
1069,385,Bike,99656,684.0,254.02,5.34,student
2408,785,House Downpayment,1215159,1623.0,659.6,24.69,urban
1235,231,Gold,51526,1004.0,465.54,1.81,student
1039,269,Emergency Fund,50845,770.0,301.03,2.39,urban
1272,540,Marriage,708904,732.0,273.68,33.1,student
686,238,Marriage,476476,448.0,183.84,38.85,rural
1390,1147,Bike,127559,243.0,111.93,19.19,urban
2064,624,House Downpayment,1485753,1440.0,620.53,31.69,urban
471,349,Bike,86250,122.0,45.39,21.99,rural
2323,1703,House Downpayment,506740,620.0,242.09,28.3,urban
381,309,Gold,172102,72.0,32.02,76.53,rural
596,421,Education,328321,175.0,72.27,60.17,student
320,182,House Downpayment,617746,138.0,49.64,136.59,urban
1917,1662,Bike,141961,255.0,97.94,19.51,student
2289,789,Emergency Fund,78661,1500.0,491.26,1.74,rural
674,447,Education,258725,227.0,79.85,37.22,rural
1221,172,Emergency Fund,97349,1049.0,357.76,3.31,student
1169,774,Bike,67512,395.0,145.85,5.87,urban
2093,969,Bike,115488,1124.0,428.88,3.37,student
455,278,Bike,115637,177.0,58.87,23.55,student
2178,1377,Gold,137153,801.0,382.78,5.47,rural
451,348,Emergency Fund,76345,103.0,39.35,26.36,student
587,196,Emergency Fund,75740,391.0,129.07,6.75,urban
1103,192,Gold,155224,911.0,359.82,5.27,student
1310,348,Emergency Fund,148506,962.0,322.91,5.31,urban
2483,569,Emergency Fund,29540,1914.0,647.01,0.55,urban
467,198,Gold,76663,269.0,95.93,9.27,student
2276,641,Education,429517,1635.0,560.93,8.18,rural
1642,1442,Gold,264917,200.0,67.32,42.15,student
486,358,Education,190003,128.0,54.62,50.83,student
769,286,Emergency Fund,121722,483.0,160.56,8.87,urban
1121,111,Bike,116917,1010.0,445.23,3.48,student
450,354,House Downpayment,1092317,96.0,37.02,358.0,student
446,282,Emergency Fund,146213,164.0,77.8,31.16,student
866,409,Bike,54687,457.0,190.77,3.9,student
304,208,House Downpayment,1534281,96.0,33.65,572.24,student
373,273,Emergency Fund,78334,100.0,37.97,26.28,urban
1519,1029,House Downpayment,1983691,490.0,162.74,127.12,student
1696,972,House Downpayment,1220938,724.0,298.37,57.24,rural
586,466,House Downpayment,697580,120.0,39.13,181.52,rural
315,256,House Downpayment,1456778,59.0,24.87,767.12,rural
1347,144,House Downpayment,1102472,1203.0,398.14,31.47,rural
566,403,Bike,76433,163.0,69.61,15.8,rural
394,118,Marriage,624265,276.0,111.53,75.13,student
1807,449,Emergency Fund,79453,1358.0,473.44,1.99,student
1002,748,Gold,227665,254.0,83.07,28.3,student
514,293,Education,381338,221.0,76.88,56.32,rural
584,454,Emergency Fund,136247,130.0,55.76,37.51,rural
527,460,Bike,137852,67.0,29.86,67.41,rural
1118,990,Education,232813,128.0,61.41,64.42,student
522,169,Education,148010,353.0,140.17,13.25,rural
912,689,Education,483573,223.0,103.68,77.23,urban
458,220,Education,196360,238.0,114.13,27.7,urban
2084,1873,Gold,292805,211.0,70.24,45.17,urban
395,112,House Downpayment,1471222,283.0,114.15,187.78,urban
797,107,Education,330826,690.0,286.14,15.33,rural
2366,619,House Downpayment,1092007,1747.0,831.64,21.46,urban
1624,691,Bike,134661,933.0,443.29,4.48,rural
1771,1019,Marriage,788877,752.0,315.01,34.54,rural
1241,706,Education,432840,535.0,223.4,27.12,rural
429,115,Bike,126918,314.0,103.87,13.51,rural
2142,1052,Bike,84878,1090.0,456.75,2.57,rural
367,287,Bike,90309,80.0,29.93,38.85,rural
2865,794,Education,243399,2071.0,916.69,4.26,student
865,357,House Downpayment,1839732,508.0,202.19,128.67,student
2970,2497,Gold,188556,473.0,158.79,14.52,student
1222,703,Marriage,640955,519.0,213.05,45.08,urban
1191,609,Bike,95287,582.0,273.14,5.09,student
550,240,Marriage,303005,310.0,137.26,33.17,urban
2680,1435,Education,168981,1245.0,499.84,4.81,urban
1980,396,Education,217385,1584.0,558.54,4.54,urban
2749,1606,Education,356111,1143.0,435.48,9.42,student
1230,420,Emergency Fund,58388,810.0,290.66,2.42,student
1460,465,House Downpayment,1810859,995.0,449.06,58.8,rural
2313,316,Gold,59774,1997.0,845.07,0.93,rural
435,384,House Downpayment,1465527,51.0,20.49,901.11,urban
1306,1139,Gold,52912,167.0,68.62,10.39,urban
2604,924,Gold,79427,1680.0,767.22,1.65,rural
540,133,Gold,198884,407.0,189.67,15.05,student
1572,553,House Downpayment,1402473,1019.0,483.79,47.24,rural
2213,1321,Emergency Fund,38273,892.0,423.32,1.4,urban
504,371,Bike,145594,133.0,62.18,36.94,rural
2715,1535,Education,264923,1180.0,408.0,7.39,rural
850,368,Emergency Fund,140393,482.0,164.44,9.42,rural
1548,249,House Downpayment,1094441,1299.0,424.23,26.26,student
455,243,Marriage,274605,212.0,90.14,39.31,urban
2095,1286,Gold,290763,809.0,362.8,10.87,rural
431,110,Marriage,607617,321.0,114.57,61.65,urban
2241,1622,House Downpayment,1394990,619.0,274.26,80.82,student
2032,977,House Downpayment,1274828,1055.0,349.4,43.36,urban
1520,866,Marriage,283559,654.0,246.35,14.53,rural
880,669,Education,237471,211.0,84.9,40.46,rural
1187,471,House Downpayment,1560622,716.0,289.19,65.96,urban
550,239,Marriage,266282,311.0,124.06,29.92,rural
1918,381,Education,373967,1537.0,642.86,7.99,rural
2905,1820,Bike,58538,1085.0,463.87,1.83,rural
1847,539,Education,322933,1308.0,558.43,9.05,student
1866,1118,Emergency Fund,132650,748.0,330.37,5.92,rural
805,568,Bike,53511,237.0,92.33,6.82,student
420,197,Education,120204,223.0,94.29,17.76,rural
1908,308,Education,262955,1600.0,646.76,5.89,urban
355,279,Bike,57625,76.0,27.47,24.07,student
2428,640,Education,326150,1788.0,623.65,5.92,urban
1486,551,Education,252389,935.0,303.6,9.48,student
1561,262,Emergency Fund,132029,1299.0,594.81,3.36,student
1410,405,Education,468014,1005.0,461.87,15.2,rural
1085,200,Education,372336,885.0,322.3,13.27,urban
658,421,House Downpayment,1189905,237.0,97.95,166.68,student
1631,1033,Education,268150,598.0,200.82,15.58,urban
479,310,Emergency Fund,77348,169.0,77.15,13.76,student
2762,623,House Downpayment,1442622,2139.0,860.51,24.5,urban
1619,1228,House Downpayment,655882,391.0,185.53,59.83,rural
2468,244,Education,393159,2224.0,875.78,5.94,rural
2270,563,House Downpayment,1094129,1707.0,778.72,22.29,rural
634,181,Education,355199,453.0,162.53,27.49,rural
351,116,Education,331663,235.0,86.39,44.43,urban
301,163,Marriage,211578,138.0,63.38,50.76,urban
1108,705,Bike,108571,403.0,138.61,9.09,rural
577,366,Gold,181063,211.0,79.88,30.67,rural
670,562,Emergency Fund,66650,108.0,42.38,22.46,rural
1334,1002,Gold,151094,332.0,131.85,14.93,student
706,217,Emergency Fund,21733,489.0,159.05,1.62,rural
593,325,Education,472325,268.0,127.21,64.4,student
563,224,Education,401736,339.0,140.65,36.78,urban
360,219,Emergency Fund,81691,141.0,67.2,21.07,rural
2056,831,Education,235655,1225.0,468.32,7.04,rural
1980,1163,Gold,203303,817.0,277.6,8.69,urban
2598,527,Gold,236752,2071.0,954.28,4.03,student
432,325,Gold,264724,107.0,48.45,81.84,urban
491,176,House Downpayment,1330371,315.0,116.52,149.16,rural
1229,677,Marriage,320046,552.0,254.52,19.11,rural
655,573,Gold,75159,82.0,35.56,28.72,rural
516,133,Education,499870,383.0,152.82,46.91,rural
521,258,Bike,82529,263.0,105.86,10.74,student
734,138,Education,171140,596.0,265.91,10.39,rural
1333,677,House Downpayment,872482,656.0,211.62,42.7,student
2302,2057,Education,188265,245.0,111.9,26.72,student
673,458,Emergency Fund,94040,215.0,101.2,13.81,student
1311,363,Education,278034,948.0,351.51,10.7,urban
654,337,House Downpayment,1736135,317.0,123.56,165.77,urban
462,346,Emergency Fund,117097,116.0,54.11,33.69,rural
2987,2042,House Downpayment,1477082,945.0,334.71,50.7,urban
593,130,House Downpayment,1440315,463.0,196.51,93.33,rural
2633,850,House Downpayment,867385,1783.0,575.06,15.89,urban
523,158,House Downpayment,934973,365.0,163.91,89.84,urban
630,215,Emergency Fund,123253,415.0,151.34,9.27,student
1420,190,Bike,92717,1230.0,503.73,2.39,student
2587,2267,Gold,163588,320.0,152.94,16.44,student
1057,855,Gold,83874,202.0,81.42,14.86,urban
2290,1901,Gold,87841,389.0,185.2,7.12,student
428,351,House Downpayment,1212904,77.0,35.81,515.88,urban
2250,1330,House Downpayment,607928,920.0,386.29,21.27,urban
457,116,Gold,248950,341.0,120.94,22.54,student
950,723,Education,483877,227.0,81.94,67.15,student
868,410,Bike,102536,458.0,218.88,7.5,rural
2524,1185,Education,152980,1339.0,482.18,4.11,rural
2405,938,Emergency Fund,23764,1467.0,622.31,0.56,urban
1496,347,Bike,85941,1149.0,448.05,2.28,urban
570,506,Bike,128696,64.0,26.04,67.66,rural
1324,1187,Bike,65615,137.0,60.99,17.21,rural
1003,853,Gold,64283,150.0,66.18,14.01,urban
1660,1156,Marriage,395247,504.0,182.43,25.7,urban
974,141,Emergency Fund,82404,833.0,293.38,3.61,rural
2934,2214,Gold,258916,720.0,335.98,12.85,urban
2404,2086,Gold,231756,318.0,137.41,23.05,student
379,300,Education,170413,79.0,28.93,71.54,rural
591,240,Education,452322,351.0,112.8,42.75,urban
647,381,Education,354697,266.0,121.83,40.67,student
400,280,Bike,138505,120.0,46.1,36.62,student
516,246,Marriage,493538,270.0,102.84,56.25,rural
2544,1499,Bike,96261,1045.0,378.11,3.1,student
2678,1966,Marriage,452322,712.0,328.84,19.3,urban
1103,429,Emergency Fund,110356,674.0,235.73,5.61,student
2448,1108,Education,252109,1340.0,519.98,5.71,student
1139,133,House Downpayment,1766120,1006.0,396.03,63.71,urban
1092,834,Gold,65910,258.0,108.03,9.3,urban
404,163,Bike,88832,241.0,100.61,12.04,student
563,113,Bike,63201,450.0,156.44,4.53,urban
2198,691,Bike,90053,1507.0,612.59,1.95,student
2874,2419,Marriage,614505,455.0,162.57,46.31,student
1992,732,Bike,112084,1260.0,427.66,3.22,urban
1365,302,Education,383697,1063.0,404.07,11.12,student
1583,207,Gold,98252,1376.0,461.47,2.22,urban
1193,103,Gold,99079,1090.0,491.31,3.06,urban
2352,905,Marriage,581429,1447.0,465.12,12.84,student
1324,926,House Downpayment,1890104,398.0,178.09,143.34,rural
953,341,Emergency Fund,91925,612.0,236.06,4.56,rural
329,148,Marriage,780918,181.0,73.49,131.99,urban
2138,1705,Bike,82028,433.0,195.73,6.69,student
1150,867,Gold,210635,283.0,109.13,23.69,rural
1116,768,Gold,166549,348.0,113.13,16.39,urban
1978,483,Marriage,219543,1495.0,644.26,5.2,rural
535,464,Bike,128617,71.0,27.99,60.78,urban
1814,398,Bike,107497,1416.0,541.62,2.46,student
859,743,Education,446046,116.0,39.76,134.97,rural
1552,326,Emergency Fund,54665,1226.0,500.03,1.35,student
652,132,Emergency Fund,75112,520.0,185.25,4.85,urban
2750,1599,House Downpayment,1650969,1151.0,549.98,43.49,rural
506,358,Education,436900,148.0,47.63,104.18,urban
2674,732,Marriage,679922,1942.0,901.81,12.63,urban
428,269,House Downpayment,1824650,159.0,66.04,409.36,rural
492,432,Bike,121853,60.0,20.67,73.29,rural
1316,507,Education,269906,809.0,383.83,10.22,rural
843,128,Bike,61933,715.0,322.43,3.12,rural
735,479,Emergency Fund,76201,256.0,108.41,10.55,urban
1122,271,House Downpayment,745137,851.0,346.49,28.08,rural
591,438,Gold,145639,153.0,55.47,32.5,rural
2726,888,Education,359708,1838.0,735.74,7.11,urban
765,621,Marriage,666847,144.0,64.04,158.75,urban
1042,903,Marriage,311913,139.0,51.68,73.91,rural
2631,787,Marriage,220755,1844.0,598.13,3.81,student
325,134,Marriage,579702,191.0,62.2,99.4,urban
1059,937,Gold,97038,122.0,52.46,25.77,student
546,289,House Downpayment,1736745,257.0,89.8,225.04,student
358,226,Gold,44643,132.0,59.96,11.46,urban
564,248,Emergency Fund,106439,316.0,147.99,11.29,rural
2222,330,Education,107545,1892.0,628.35,1.82,urban
1496,239,House Downpayment,1095828,1257.0,597.18,27.52,rural
333,294,House Downpayment,954284,39.0,17.03,763.4,rural
2348,1178,Bike,61994,1170.0,507.55,1.75,rural
2313,1695,House Downpayment,771903,618.0,261.61,44.57,urban
2588,381,Marriage,351699,2207.0,748.55,4.91,rural
1024,634,Marriage,345399,390.0,167.0,28.08,student
2241,658,House Downpayment,1837303,1583.0,680.53,38.18,urban
645,362,Gold,149477,283.0,131.91,16.82,urban
353,208,Education,159739,145.0,53.0,33.38,rural
2770,1000,Emergency Fund,123567,1770.0,646.09,2.34,rural
590,115,Bike,52912,475.0,171.03,3.97,rural
1801,950,House Downpayment,1416059,851.0,329.36,53.6,student
538,387,House Downpayment,1668828,151.0,50.72,333.04,rural
1777,1330,Bike,82522,447.0,187.43,6.41,student
497,320,Marriage,684408,177.0,75.75,123.92,rural
811,252,Marriage,504698,559.0,240.76,27.19,student
1194,797,Bike,112612,397.0,142.4,8.58,urban
2844,1245,Gold,48225,1599.0,647.15,1.06,urban
1176,789,Emergency Fund,100700,387.0,185.58,8.94,urban
587,383,Gold,204964,204.0,91.87,32.5,rural
371,273,Education,314274,98.0,32.71,115.62,urban
1909,1276,Education,307409,633.0,240.38,17.41,rural
2475,749,House Downpayment,1833936,1726.0,689.35,37.93,rural
575,312,Education,395264,263.0,107.69,45.59,rural
303,141,House Downpayment,1305921,162.0,64.55,243.04,rural
2463,1934,Bike,101661,529.0,171.77,6.92,student
1460,1004,Gold,137810,456.0,162.0,9.87,rural
2141,1443,Marriage,640278,698.0,309.51,29.37,rural
1985,956,House Downpayment,1535783,1029.0,363.12,48.41,urban
394,100,Marriage,282334,294.0,107.59,32.96,rural
779,381,Education,430775,398.0,144.58,36.17,rural
2809,2083,Education,306685,726.0,283.79,12.72,rural
1695,816,Gold,261537,879.0,330.86,9.32,student
354,202,House Downpayment,757368,152.0,71.3,174.15,urban
1497,827,Bike,72184,670.0,285.36,3.24,rural
1231,1020,Emergency Fund,105855,211.0,70.51,15.39,rural
599,187,Gold,222599,412.0,134.05,19.4,rural
1279,120,Education,334081,1159.0,468.49,10.21,urban
1418,457,House Downpayment,1003940,961.0,321.03,35.79,student
491,156,Gold,183905,335.0,128.72,18.28,student
2888,1661,Gold,129453,1227.0,460.64,3.66,student
2286,1998,Marriage,453912,288.0,128.44,50.8,urban
1710,764,Emergency Fund,106680,946.0,371.66,3.81,rural
1663,1301,House Downpayment,1047330,362.0,134.1,100.36,rural
1003,632,House Downpayment,812890,371.0,175.48,72.24,rural
531,431,Bike,72007,100.0,35.92,24.66,student
1004,297,Marriage,545963,707.0,276.65,23.61,student
2146,1318,Marriage,463565,828.0,369.58,19.85,rural
2981,1962,Marriage,684017,1019.0,426.11,20.18,rural
2882,1734,House Downpayment,1935691,1148.0,501.01,60.43,student
585,471,Emergency Fund,34299,114.0,39.41,9.97,student
1051,652,Bike,123831,399.0,166.84,11.36,urban
366,299,Marriage,226809,67.0,29.67,108.43,urban
788,707,Bike,144065,81.0,36.34,63.62,urban
564,110,Gold,285596,454.0,174.21,19.52,urban
