daily_income,income_stability,goal_type,goal_amount,daily_expense,profile_type,months_to_reach_goal,recommended_daily_saving,discipline_score
196.0,0.8,Emergency Fund,74301,125,student,34.88,28.4,34
126.0,0.7,Emergency Fund,132660,177,student,,,5
2507.05,0.91,Marriage,253552,86,urban,3.49,968.42,100
1545.3,0.9,Bike,102604,177,urban,2.5,547.32,95
231.04,0.76,House Downpayment,1362604,141,rural,504.44,36.02,35
384.54,0.78,Bike,77075,113,rural,9.46,108.62,66
909.46,0.74,Education,360075,103,urban,14.88,322.58,78
773.19,0.99,Bike,100413,139,rural,5.28,253.68,97
141.96,0.84,Education,484850,150,student,,,5
368.0,0.92,House Downpayment,857182,145,rural,128.13,89.2,66
323.01,0.97,Emergency Fund,121372,167,rural,25.93,62.4,56
244.0,1.0,Education,493681,144,student,164.56,40.0,49
324.75,0.75,Gold,41968,129,rural,7.15,78.3,54
282.51,0.73,Emergency Fund,26659,177,student,8.42,42.2,32
194.4,0.72,Education,267284,134,student,147.51,24.16,26
378.4,0.88,Emergency Fund,112324,155,student,16.76,89.36,62
1670.46,0.66,Marriage,723333,125,urban,15.6,618.18,73
299.28,0.86,House Downpayment,1684013,130,student,331.6,67.71,58
297.11,0.73,Bike,113847,152,rural,26.15,58.04,42
384.42,0.86,Marriage,616559,116,student,76.57,107.37,72
574.56,0.84,Gold,161159,155,rural,12.8,167.82,73
275.11,0.61,Emergency Fund,69791,133,student,16.37,56.84,37
478.8,0.76,Education,263016,124,rural,24.71,141.92,67
236.16,0.64,Emergency Fund,118070,78,student,24.88,63.26,51
167.14,0.61,Emergency Fund,127560,109,student,73.13,23.26,25
2508.02,0.89,Emergency Fund,82854,182,urban,1.19,930.41,99
361.9,0.7,Education,327185,117,rural,44.53,97.96,56
2395.8,0.99,Emergency Fund,37363,132,urban,0.55,905.52,100
1665.75,0.75,Marriage,461750,124,urban,9.98,616.7,83
82.62,0.81,Marriage,398610,67,student,850.64,6.25,18
540.38,0.82,House Downpayment,1106860,96,rural,83.03,177.75,80
296.67,0.87,Marriage,581994,146,student,128.76,60.27,53
202.71,0.87,Gold,269232,113,student,100.04,35.88,46
380.76,0.76,Bike,82913,117,rural,10.48,105.5,63
1795.2,0.88,Marriage,700810,141,urban,14.12,661.68,97
285.52,0.83,Bike,117917,150,rural,29.0,54.21,47
354.41,0.61,House Downpayment,925786,143,rural,145.97,84.56,43
1219.02,0.66,Marriage,770368,134,urban,23.67,434.01,70
342.86,0.79,Gold,90684,168,rural,17.29,69.94,48
287.3,0.65,Education,329425,103,student,59.58,73.72,50
1539.9,0.9,Bike,63382,102,urban,1.47,575.16,100
203.28,0.84,Gold,143143,152,student,93.05,20.51,25
283.86,0.83,Bike,68824,101,student,12.55,73.14,64
373.18,0.94,Bike,92556,127,rural,12.53,98.47,74
343.14,0.86,House Downpayment,969234,145,student,163.06,79.26,59
887.55,0.61,Marriage,468814,102,urban,19.89,314.22,64
204.8,0.64,Bike,52859,114,rural,19.4,36.32,34
587.59,0.67,Gold,147460,148,urban,11.18,175.84,60
171.39,0.87,Bike,88492,169,student,1234.2,0.96,5
1042.1,0.85,Gold,63295,179,urban,2.44,345.24,84
697.5,0.9,Bike,126354,111,rural,7.18,234.6,90
929.88,0.84,Emergency Fund,59312,134,urban,2.48,318.35,86
746.82,0.81,Bike,64819,147,urban,3.6,239.93,78
79.56,0.78,Marriage,567630,107,student,,,5
968.0,0.88,Marriage,572886,154,urban,23.46,325.6,88
2344.5,0.9,Bike,58639,89,urban,0.87,902.2,100
285.76,0.94,Education,252281,121,student,51.04,65.9,65
419.2,0.8,Emergency Fund,125413,145,rural,15.25,109.68,62
1456.32,0.96,House Downpayment,1509955,149,urban,38.5,522.93,100
609.96,0.68,Bike,90345,128,urban,6.25,192.78,64
146.3,0.7,House Downpayment,1369292,139,student,6252.47,2.92,5
974.4,0.8,Education,480947,166,urban,19.83,323.36,79
594.72,0.84,Emergency Fund,51811,105,rural,3.53,195.89,83
632.4,0.85,House Downpayment,731332,105,rural,46.22,210.96,85
152.8,0.8,Gold,284401,106,student,202.56,18.72,29
252.0,0.8,Education,380692,131,rural,104.87,48.4,46
297.68,0.61,Marriage,614857,166,rural,155.64,52.67,32
569.36,0.88,Marriage,509610,133,rural,38.93,174.54,80
213.75,0.75,House Downpayment,577401,139,student,257.48,29.9,31
695.09,0.89,Gold,189659,181,rural,12.3,205.64,78
1366.12,0.98,Emergency Fund,68192,173,urban,1.91,477.25,100
123.54,0.71,Gold,42924,124,student,,,5
1523.8,0.95,Gold,77358,167,urban,1.9,542.72,100
122.85,0.63,Emergency Fund,122613,133,student,,,5
1264.64,0.64,Gold,203377,135,urban,6.0,451.86,68
380.8,0.85,House Downpayment,840938,133,student,113.12,99.12,66
1273.28,0.92,House Downpayment,1012124,140,urban,29.77,453.31,98
267.32,0.82,Education,476549,121,student,108.56,58.53,53
383.13,0.81,Emergency Fund,102347,176,rural,16.47,82.85,52
386.88,0.93,Gold,197126,144,rural,27.05,97.15,70
1113.52,0.62,House Downpayment,1900200,122,urban,63.88,396.61,66
169.4,0.7,Gold,117913,104,student,60.1,26.16,32
304.61,0.83,House Downpayment,664592,129,student,126.15,70.24,57
1260.15,0.93,House Downpayment,1661367,161,urban,50.38,439.66,97
270.63,0.93,Marriage,528698,163,student,163.74,43.05,44
295.85,0.61,House Downpayment,1687348,90,student,273.23,82.34,50
2585.44,0.88,Gold,181101,123,urban,2.45,984.98,100
366.96,0.88,House Downpayment,1029807,130,student,144.86,94.78,68
2186.12,0.86,Education,317986,155,urban,5.22,812.45,95
1922.94,0.81,Education,125357,181,urban,2.4,696.78,88
368.83,0.77,Bike,63216,176,student,10.93,77.13,48
243.6,0.84,House Downpayment,1099602,161,student,443.75,33.04,34
408.1,0.77,House Downpayment,1011572,157,rural,134.29,100.44,56
327.99,0.87,Bike,75872,107,rural,11.44,88.4,70
316.02,0.69,Marriage,711422,183,rural,178.27,53.21,34
1366.8,0.68,Marriage,200480,138,urban,5.44,491.52,73
492.96,0.79,Bike,149433,135,rural,13.92,143.18,68
662.16,0.89,Marriage,289656,173,rural,19.74,195.66,78
787.05,0.99,Emergency Fund,39708,123,rural,1.99,265.62,100
161.82,0.62,House Downpayment,1628385,104,student,938.77,23.13,26
529.55,0.85,Emergency Fund,101343,125,rural,8.35,161.82,77
763.39,0.97,Gold,294505,102,rural,14.84,264.56,100
223.6,0.65,Bike,55317,103,rural,15.29,48.24,42
265.32,0.66,Bike,91164,100,student,18.38,66.13,49
69.96,0.66,Emergency Fund,102273,150,student,,,5
2192.6,0.95,House Downpayment,1449857,88,urban,22.96,841.84,100
301.02,0.87,Marriage,499720,66,student,70.88,94.01,81
2368.16,0.82,Marriage,209118,143,urban,3.13,890.06,92
177.51,0.61,Emergency Fund,79512,174,student,755.1,1.4,5
436.8,0.6,Marriage,651197,122,rural,68.95,125.92,51
103.55,0.95,Marriage,764727,98,student,4592.95,2.22,6
2037.36,0.78,Education,466045,146,urban,8.21,756.54,86
597.55,0.85,House Downpayment,1987234,133,rural,142.59,185.82,79
680.68,0.77,Gold,198567,154,urban,12.57,210.67,71
2348.13,0.87,Emergency Fund,145298,151,urban,2.2,878.85,97
2538.4,0.95,Bike,130613,127,urban,1.81,964.56,100
549.18,0.81,Education,299292,128,rural,23.69,168.47,74
332.94,0.93,Bike,140073,143,rural,24.58,75.98,63
1886.46,0.69,Emergency Fund,108688,146,urban,2.08,696.18,76
530.53,0.77,Bike,100917,104,rural,7.89,170.61,74
414.05,0.91,Education,478786,126,student,55.41,115.22,75
181.09,0.91,Bike,102493,139,student,81.17,16.84,25
2532.15,0.85,House Downpayment,1469281,152,urban,20.58,952.06,95
374.92,0.91,Gold,185141,112,student,23.47,105.17,76
390.0,1.0,Emergency Fund,44299,193,student,7.5,78.8,60
203.3,0.95,Gold,276465,161,student,217.86,16.92,23
291.2,0.8,Gold,210276,168,rural,56.89,49.28,40
327.6,0.63,Marriage,307088,126,rural,50.78,80.64,46
187.96,0.74,Education,176518,119,student,85.32,27.58,32
587.4,0.89,Gold,263062,149,rural,20.0,175.36,79
1562.88,0.88,Marriage,391541,121,urban,9.05,576.75,97
2528.22,0.87,Education,437054,143,urban,6.11,954.09,98
644.54,0.67,Education,181192,131,urban,11.76,205.42,64
334.05,0.85,Marriage,756359,140,rural,129.93,77.62,59
162.06,0.74,Gold,117579,176,student,,,5
1416.03,0.77,Emergency Fund,149275,149,urban,3.93,506.81,82
1353.73,0.83,Emergency Fund,128888,133,urban,3.52,488.29,89
1604.36,0.76,Gold,75163,154,urban,1.73,580.14,82
2861.1,0.99,Marriage,498237,185,urban,6.21,1070.44,100
2111.08,0.89,Bike,149483,105,urban,2.48,802.43,100
525.36,0.66,Bike,146270,146,rural,12.85,151.74,57
1742.84,0.68,Education,147199,167,urban,3.11,630.34,73
659.7,0.9,Marriage,627947,128,rural,39.37,212.68,87
2454.9,0.98,House Downpayment,631973,110,urban,8.98,937.96,100
415.88,0.74,Marriage,200925,150,rural,25.19,106.35,56
265.65,0.77,Gold,87503,132,rural,21.82,53.46,46
474.24,0.76,Education,280692,137,rural,27.74,134.9,64
1034.56,0.61,Education,128799,118,urban,4.68,366.62,64
1842.98,0.86,Marriage,554745,154,urban,10.95,675.59,94
501.0,0.75,Gold,196277,111,rural,16.78,156.0,70
309.0,0.75,Marriage,258133,133,rural,48.89,70.4,51
247.68,0.64,Gold,295941,129,rural,83.12,47.47,36
282.03,0.79,Education,301135,142,rural,71.68,56.01,47
1917.9,0.9,Emergency Fund,126775,127,urban,2.36,716.36,100
1645.42,0.73,House Downpayment,1417687,85,urban,30.28,624.17,83
2476.87,0.89,House Downpayment,1311931,94,urban,18.35,953.15,100
584.8,0.68,Marriage,674044,160,urban,52.89,169.92,59
315.52,0.68,Bike,87943,118,rural,14.84,79.01,51
1854.76,0.89,Bike,124363,144,urban,2.42,684.3,98
859.2,0.8,Education,458712,130,urban,20.97,291.68,81
374.54,0.61,Gold,242282,143,rural,34.88,92.62,45
537.46,0.77,Gold,186852,134,rural,15.44,161.38,69
566.16,0.84,Marriage,742290,179,rural,63.91,154.86,68
285.2,0.92,Marriage,532903,144,student,125.8,56.48,54
713.7,0.9,Bike,140408,150,rural,8.3,225.48,85
1477.63,0.77,Emergency Fund,29926,83,urban,0.72,557.85,87
337.02,0.82,House Downpayment,1728601,140,rural,292.46,78.81,57
254.2,0.62,Bike,70455,147,student,21.91,42.88,31
255.3,0.69,Marriage,667916,162,student,238.63,37.32,30
389.94,0.97,Gold,108537,168,student,16.3,88.78,66
379.47,0.91,House Downpayment,1265170,144,rural,179.1,94.19,67
1371.92,0.88,Emergency Fund,40094,120,urban,1.07,500.77,96
190.32,0.61,Bike,123382,119,student,57.67,28.53,27
1334.41,0.77,Emergency Fund,79222,151,urban,2.23,473.36,81
1294.3,0.86,House Downpayment,1935179,116,urban,54.74,471.32,93
224.64,0.72,Bike,55649,137,student,21.17,35.06,33
437.25,0.75,House Downpayment,1546118,125,rural,165.05,124.9,64
307.02,0.86,Education,302125,147,student,62.93,64.01,53
493.85,0.85,Education,404544,149,rural,39.1,137.94,71
2150.86,0.82,Emergency Fund,44296,143,urban,0.74,803.14,91
1801.59,0.69,Emergency Fund,137260,121,urban,2.72,672.24,77
1667.56,0.94,Education,352091,119,urban,7.58,619.42,100
435.16,0.86,Marriage,734404,130,rural,80.22,122.06,72
405.28,0.68,Gold,101009,145,rural,12.94,104.11,52
279.84,0.66,Bike,128145,113,student,25.6,66.74,47
389.76,0.96,Education,334323,111,student,39.98,111.5,82
1186.31,0.97,Bike,134868,117,urban,4.2,427.72,100
2138.56,0.82,Emergency Fund,128034,123,urban,2.12,806.22,92
124.8,0.78,House Downpayment,1839269,106,student,3261.12,7.52,14
253.93,0.67,Emergency Fund,89069,108,student,20.35,58.37,46
94.86,0.93,Education,211268,112,student,,,5
289.8,0.7,Gold,187322,146,student,43.42,57.52,41
1162.7,0.77,Gold,84166,171,urban,2.83,396.68,78
481.36,0.88,Bike,103893,179,rural,11.45,120.94,66
422.06,0.94,House Downpayment,797921,89,rural,79.86,133.22,89
288.0,0.64,Marriage,375863,129,student,78.8,63.6,42
621.9,0.9,Emergency Fund,61622,128,rural,4.16,197.56,85
1617.66,0.99,Gold,218383,120,urban,4.86,599.06,100
434.98,0.91,Gold,228885,116,student,23.92,127.59,80
257.04,0.63,House Downpayment,523476,110,rural,118.67,58.82,43
2142.28,0.98,Education,132809,100,urban,2.17,816.91,100
232.32,0.96,Emergency Fund,90613,148,student,35.82,33.73,41
294.1,0.85,Marriage,401169,152,student,94.1,56.84,49
625.92,0.96,Education,258606,147,rural,18.0,191.57,88
472.59,0.89,Emergency Fund,133363,147,rural,13.65,130.24,73
450.9,0.9,Gold,84001,148,rural,9.24,121.16,72
278.6,0.7,Bike,101882,144,rural,25.23,53.84,40
1610.2,0.83,Education,284362,84,urban,6.21,610.48,94
462.56,0.98,Emergency Fund,49438,142,student,5.14,128.22,81
158.0,1.0,Education,286238,147,student,867.39,4.4,8
516.11,0.73,Gold,235806,123,rural,19.99,157.24,66
169.29,0.99,Bike,127181,112,student,74.0,22.92,40
1892.4,0.95,Gold,111737,123,urban,2.1,707.76,100
262.2,0.69,Bike,84854,154,student,26.14,43.28,34
461.84,0.92,House Downpayment,1930767,119,rural,187.72,137.14,81
91.26,0.78,House Downpayment,1006524,101,student,,,5
207.08,0.62,Emergency Fund,86011,134,rural,39.23,29.23,26
351.82,0.98,Education,494741,138,student,77.13,85.53,71
359.1,0.9,Gold,199205,177,rural,36.46,72.84,54
1522.08,0.84,Gold,186963,125,urban,4.46,558.83,92
1793.88,0.99,Emergency Fund,51380,90,urban,1.01,681.55,100
1793.53,0.97,Education,446981,122,urban,8.91,668.61,100
1621.96,0.92,Bike,143044,158,urban,3.26,585.58,99
495.33,0.79,House Downpayment,780602,126,rural,70.45,147.73,70
2064.3,0.7,House Downpayment,1140902,143,urban,19.79,768.52,78
1032.95,0.73,House Downpayment,1626873,129,urban,59.99,361.58,76
188.79,0.87,Gold,154007,157,student,161.48,12.72,17
118.4,0.74,Bike,84770,189,student,,,5
474.4,0.8,Bike,85342,106,rural,7.72,147.36,74
136.8,0.95,Bike,85571,105,student,89.7,12.72,26
401.7,0.65,Emergency Fund,130731,157,rural,17.81,97.88,47
1098.33,0.93,Bike,93257,105,urban,3.13,397.33,100
2077.26,0.89,Marriage,609967,123,urban,10.4,781.7,100
1476.72,0.84,House Downpayment,1087678,133,urban,26.98,537.49,91
258.7,0.65,Emergency Fund,100666,116,rural,23.51,57.08,43
107.92,0.76,House Downpayment,1380943,126,student,,,5
1802.88,0.72,Gold,183286,165,urban,3.73,655.15,78
221.76,0.63,Marriage,634040,120,student,207.69,40.7,34
1584.66,0.66,Bike,73544,113,urban,1.67,588.66,73
184.32,0.96,House Downpayment,1800794,113,student,841.65,28.53,44
213.12,0.72,Marriage,566023,158,student,342.3,22.05,22
156.33,0.81,Gold,168685,163,student,,,5
365.4,0.6,Marriage,292925,142,rural,43.71,89.36,44
1272.04,0.77,Education,425567,132,urban,12.44,456.02,82
2057.02,0.98,Emergency Fund,44214,130,urban,0.76,770.81,100
1324.83,0.79,Education,495228,182,urban,14.44,457.13,81
313.32,0.84,Emergency Fund,40102,112,rural,6.64,80.53,64
347.32,0.76,Emergency Fund,40665,120,rural,5.96,90.93,59
2734.2,0.98,Bike,146626,162,urban,1.9,1028.88,100
209.95,0.95,Bike,146103,152,student,84.04,23.18,31
1909.95,0.85,Emergency Fund,78501,100,urban,1.45,723.98,96
616.25,0.85,Education,218528,151,rural,15.66,186.1,77
614.46,0.98,House Downpayment,1841739,127,rural,125.94,194.98,93
478.94,0.77,Marriage,762016,175,rural,83.57,121.58,58
522.88,0.76,Bike,135420,171,rural,12.83,140.75,61
389.62,0.77,Education,185739,109,rural,22.06,112.25,66
2246.25,0.75,House Downpayment,539974,130,urban,8.51,846.5,84
519.35,0.85,Emergency Fund,120100,133,rural,10.36,154.54,75
191.78,0.86,House Downpayment,1494756,101,student,548.86,36.31,48
1811.38,0.94,Emergency Fund,80274,145,urban,1.61,666.55,100
204.8,0.64,Bike,72125,201,student,632.68,1.52,5
202.94,0.73,Gold,101364,109,student,35.97,37.58,40
76.0,0.76,Bike,52892,166,student,,,5
1588.0,0.8,Bike,51649,133,urban,1.18,582.0,87
479.05,0.67,Marriage,310526,122,rural,28.99,142.82,59
496.64,0.97,House Downpayment,951174,124,rural,85.08,149.06,87
324.85,0.73,Gold,198229,157,rural,39.37,67.14,45
549.12,0.78,Gold,253815,124,rural,19.9,170.05,72
2068.11,0.99,Bike,145226,145,urban,2.52,769.24,100
152.22,0.86,Gold,157151,159,student,,,5
1181.44,0.64,House Downpayment,1912294,152,urban,61.92,411.78,66
360.36,0.84,House Downpayment,886928,132,rural,129.46,91.34,63
131.22,0.81,Bike,50051,185,student,,,5
628.81,0.91,Education,116980,110,rural,7.52,207.52,90
949.58,0.79,Emergency Fund,66267,103,urban,2.61,338.63,84
376.2,0.99,Education,359673,173,student,59.0,81.28,64
1032.36,0.84,Emergency Fund,64749,142,urban,2.42,356.14,86
103.95,0.63,Education,329116,177,student,,,5
502.32,0.91,Education,325381,127,rural,28.9,150.13,81
1936.71,0.81,Emergency Fund,94982,119,urban,1.74,727.08,91
2439.5,0.85,Marriage,778781,101,urban,11.1,935.4,97
299.25,0.95,Emergency Fund,105152,113,student,18.82,74.5,70
284.8,0.64,House Downpayment,926581,144,student,219.36,56.32,37
1005.02,0.62,Gold,73908,165,urban,2.93,336.01,62
553.52,0.74,Gold,181901,88,rural,13.02,186.21,74
871.31,0.89,Bike,108055,120,urban,4.79,300.52,92
95.7,0.66,Marriage,459662,152,student,,,5
193.37,0.61,House Downpayment,700847,177,student,1427.1,6.55,6
1800.63,0.81,Emergency Fund,126402,134,urban,2.53,666.65,89
580.9,0.74,Marriage,362515,78,rural,24.03,201.16,76
2153.8,0.89,House Downpayment,1155847,124,urban,18.98,811.92,100
177.92,0.64,Education,463485,160,student,862.14,7.17,7
186.05,0.61,Gold,152195,107,student,64.18,31.62,31
1102.86,0.99,Gold,252717,143,urban,8.78,383.94,100
837.76,0.77,Gold,46773,133,urban,2.21,281.9,77
624.12,0.84,Education,177221,157,rural,12.65,186.85,75
704.17,0.67,Marriage,559670,129,urban,32.44,230.07,65
653.67,0.81,House Downpayment,610832,149,urban,40.35,201.87,75
290.4,0.8,Gold,248717,137,rural,54.05,61.36,50
2035.97,0.73,Bike,131129,93,urban,2.25,777.19,83
80.56,0.76,Emergency Fund,122090,115,student,,,5
217.62,0.93,House Downpayment,866425,160,student,501.23,23.05,29
1720.32,0.64,Gold,148188,96,urban,3.04,649.73,72
984.9,0.98,Education,117177,128,urban,4.56,342.76,100
187.8,0.6,Gold,198018,132,rural,118.29,22.32,21
184.5,0.82,House Downpayment,661354,157,student,801.64,11.0,14
315.57,0.67,House Downpayment,1111521,111,rural,181.12,81.83,52
548.83,0.71,House Downpayment,1021298,162,rural,88.01,154.73,60
850.2,0.78,Marriage,491980,97,urban,21.77,301.28,82
200.6,0.85,Emergency Fund,93084,119,student,38.02,32.64,41
1125.0,1.0,Gold,188473,147,urban,6.42,391.2,100
1098.61,0.61,Gold,175015,102,urban,5.85,398.64,66
182.32,0.86,House Downpayment,927984,118,student,480.92,25.73,36
852.15,0.65,Marriage,215022,145,urban,10.14,282.86,64
387.8,0.7,Gold,98155,125,rural,12.45,105.12,56
437.36,0.77,Bike,105559,171,rural,13.21,106.54,56
1462.24,0.76,Marriage,446653,109,urban,11.0,541.3,84
377.58,0.93,Education,352227,147,student,50.92,92.23,68
317.68,0.76,Education,128331,125,rural,22.2,77.07,55
198.72,0.96,Education,277393,91,student,85.84,43.09,62
2306.85,0.91,Bike,127646,145,urban,1.97,864.74,100
673.55,0.95,House Downpayment,1053464,110,rural,62.31,225.42,95
276.25,0.85,Education,453107,132,student,104.7,57.7,53
1476.6,0.6,Education,387199,139,urban,9.65,535.04,65
510.84,0.99,Marriage,348670,129,rural,30.44,152.74,88
408.9,0.94,Bike,70944,174,student,10.07,93.96,64
2456.13,0.93,House Downpayment,693677,105,urban,9.83,940.45,100
320.21,0.71,Education,159291,164,student,33.99,62.48,41
1801.02,0.78,Gold,173639,147,urban,3.5,661.61,85
1946.28,0.98,Gold,198094,132,urban,3.64,725.71,100
2128.5,0.75,Marriage,284086,147,urban,4.78,792.6,83
1219.52,0.74,House Downpayment,1700553,103,urban,50.77,446.61,81
1790.88,0.82,House Downpayment,532700,138,urban,10.74,661.15,90
1105.44,0.94,Gold,96613,174,urban,3.46,372.58,95
1130.0,1.0,House Downpayment,1273803,102,urban,41.3,411.2,100
93.72,0.66,Bike,141374,154,student,,,5
577.92,0.64,Marriage,320555,143,urban,24.57,173.97,57
404.6,0.68,House Downpayment,733532,143,rural,93.47,104.64,52
1038.7,0.65,Gold,133057,110,urban,4.78,371.48,69
259.08,0.68,Bike,120211,100,rural,25.19,63.63,50
330.24,0.96,Emergency Fund,45427,189,student,10.72,56.5,49
2020.3,0.89,Education,444348,143,urban,7.89,750.92,99
2095.92,0.71,House Downpayment,1028023,128,urban,17.41,787.17,79
1037.44,0.64,Marriage,446028,181,urban,17.36,342.58,63
452.36,0.86,Bike,70491,135,rural,7.4,126.94,72
333.48,0.84,Marriage,278378,164,student,54.75,67.79,51
824.32,0.92,Marriage,295762,157,urban,14.77,266.93,89
595.08,0.87,Education,312885,166,rural,24.31,171.63,75
1439.1,0.82,Gold,82554,88,urban,2.04,540.44,92
304.64,0.64,Gold,67361,95,rural,10.71,83.86,52
385.4,0.82,Education,322426,132,rural,42.41,101.36,64
257.73,0.71,Marriage,681035,159,student,229.93,39.49,32
374.88,0.88,House Downpayment,1264460,138,rural,177.93,94.75,66
2585.28,0.96,Gold,80746,135,urban,1.1,980.11,100
161.98,0.91,House Downpayment,677892,147,student,1508.44,5.99,10
257.4,0.99,House Downpayment,1353474,121,student,330.76,54.56,62
515.46,0.66,Gold,157954,131,rural,13.69,153.78,59
716.94,0.63,House Downpayment,1323863,109,urban,72.59,243.18,64
909.09,0.63,Marriage,356158,133,urban,15.3,310.44,64
2807.78,0.94,Gold,277599,134,urban,3.46,1069.51,100
386.06,0.97,Education,280291,109,rural,33.72,110.82,83
572.76,0.74,Education,288922,144,rural,22.46,171.5,66
96.36,0.66,House Downpayment,794110,81,student,1723.33,6.14,12
224.28,0.89,Gold,40650,80,student,9.39,57.71,68
238.14,0.63,Bike,139020,133,student,44.07,42.06,33
1230.0,1.0,Marriage,214495,111,urban,6.39,447.6,100
631.54,0.91,Marriage,326162,94,rural,20.23,215.02,92
698.4,0.6,Education,299123,129,urban,17.51,227.76,58
190.12,0.97,Marriage,427077,119,student,200.17,28.45,43
1896.62,0.74,Gold,168435,124,urban,3.17,709.05,82
1485.0,0.99,Education,263667,88,urban,6.29,558.8,100
1585.64,0.98,Marriage,708889,120,urban,16.12,586.26,100
481.5,0.75,House Downpayment,897564,108,rural,80.1,149.4,69
100.1,0.77,Marriage,613765,95,student,4011.54,2.04,5
542.64,0.84,Education,178589,186,rural,16.69,142.66,66
502.48,0.88,Gold,287965,135,rural,26.12,146.99,77
297.0,0.75,Bike,138269,154,student,32.23,57.2,43
345.28,0.83,Emergency Fund,41994,122,student,6.27,89.31,64
